id,domanda,risposta_a,risposta_b,risposta_c,risposta_d,corretta,macrocategoria,is_situazionale,efficace_alta,efficace_neutra,efficace_bassa,created_at,deleted_globally,risposta_e
1779099371085-36,Which is the best answer for this question: What's your sister like?,She's very friendly.,She likes reading.,She looks like me.,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-37,There is _____ TV programme.,new,a new,news,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-38,There are ____ wonderful books.,some,something,someone,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-39,____ is the girl ____ I have told you about.,Here / where,Here / when,Here / whom,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-4,Choose the correct answer for this question: What do you do?,I'm an engineer,I'm working,I like playing football,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-40,"Choose the best word to complete this sentence: ____ I like Caroline personally, I don't think she is the person best qualified for the job.",Despite,Although,However,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-41,Choose the best phrase to complete this sentence: A new deal ____ to the unions by the government.,has been received,has been offered,has got,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-42,"Choose the best phrase to complete this sentence: It ____ worrying about meeting the deadline, because they are quite prepared to give us an extra month to get the job finished.",doesn't need,doesn't deserve,isn't worth,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-43,Which of the following is generally NOT a school subject?,maths,story,foreign language,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-5,Choose the best verb form to complete the following sentence: I'm so tired because I _______ since 4 am this morning.,have been working,worked,work,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-6,Choose the best word or phrase to complete this sentence: I do ____ work at home.,a lot,lot,a lot of,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-7,Choose the best phrase to complete this question: What ___ tomorrow?,you will do,do you do,are you doing,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-8,What is the best translation of pretend in this passage? It's stupid to pretend to have finished the report if you are still working on it. What will you do if the boss asks to see it?,pretendere,fingere,mentire,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371085-9,Choose the best verb form to complete this sentence: Would you like a coffee before ____ back to work?,you go,to go,you will go,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-44,______ Japanese food before?,Have you tried,Are you trying,Do you try,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-45,Which of the following is NOT a place in a house?,chicken,hall,bathroom,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-46,Choose the best answer for this question: When do you play squash?,Wednesday the afternoon,On the afternoons of Wednesday,On Wednesday afternoons,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-47,What is the best answer to the question: Will computers take over the world?,They had,They might,They would,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-48,Which of the following is NOT something you can wear?,a wardrobe,slippers,a bathrobe,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-49,_______________ her yet?,Did you asked,Did you ask,Have you asked,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-50,I don't need anything ______ .,other,whichever,else,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-51,Choose the best verb form to complete this sentence: The party was brilliant after you left. You _______,should stay,should have stayed,should be staying,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-52,Choose the best word to complete the following: I don't have my cell phone. Could I use ____ please?,yours,their,mine,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-53,The human resources manager is responsible for…,bringing and buying,hiring and firing,research and development,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-54,Choose the best phrase to complete this sentence: The receptionist ____ to spell my name.,didn't knew,didn't know how,didn't know,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-55,Choose the best phrase to complete this sentence: He went to university ____ political science.,for study,to study,for to study,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-56,Choose the best verb form to complete this sentence: Are these men really _____ for a single group?,working,works,work,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-57,"You look nice, Anne _________ a new dress?",Are you wearing,Do you wear,It's,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-58,The station is on the ______ side of the road.,over,another,other,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-59,Which of the following adjectives is NOT used to describe music?,fluffy,classical,loud,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-60,Choose the best word to complete this sentence: We have to wait until they have ____ the contract before we can start the new project.,marked,underwrote,signed,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-61,Which word CANNOT be used as a synonym for prevents in the following newspaper headline? The European Union prevents plan to sell arms to African states.,helps,blocks,stops,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-62,"Choose the best word to complete this sentence: She only gave us one week's notice, ____ I thought was very inconsiderate.",but,which,what,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-63,We have parked our car _____ the house.,below,in front of,front of,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-64,Choose the best phrase to complete this sentence: The office ____ open on Saturdays.,is not,it isn't,don't,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-65,Diplomacy is a science ______ rules international relationships.,which,whose,what,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-66,Choose the best word to complete this sentence: I'm sorry but I'm afraid I can't give out ____.,informations,those informations,that information,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-67,The author ______ we talk about is American.,which,what,that,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-68,Choose the best word to complete this question: ___ do Melissa and Alice have in common?,What,Which element,Which,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-69,Choose the best word to complete this sentence: Translation can be a lucrative full- or part-time ____ .,job,work,employment,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-70,"Choose the best word to complete this sentence. Mary has three ___, Emily, Anthony and Peter.",childs,child,children,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-71,Choose the best question for this answer: I'm fine thanks.,Who are you?,How are you?,What are you?,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-72,We will go to see ______ .,their,theirs,them,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-73,Which of the following is NOT a part of the body?,eyesight,eyebrow,wrist,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-74,Choose the best phrase to complete the following: There's no point ____ about the future. The future will take care of itself.,in worrying,that worries,to worry,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-75,What are you talking ____ ?,about,about of,of,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-76,"If the weather _____ good, he'll go to the seaside tomorrow.",been,is,will,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-77,Choose the best word or phrase to complete this sentence: What would you do if you ____ the job?,are getting,got,get,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-78,Choose the best phrase to complete this question. ____ money did the government ask Griffiths for?,A lot of,How much,How many,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-79,Choose the correct word to complete this sentence: I believe that watching television is a complete ____ of time.,waste,loss,lack,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-80,Choose the best word to complete the following: He said I was overweight and should go on a diet. After all the problems I've had this year I think that is so ____ !,rude,polite,kind,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-81,Choose the best word to complete this sentence: Are there ____ CDs in stock?,of,a,any,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-82,Your photos are bigger _____ .,to mine,than my,than mine,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-83,____ course of action ____ compulsory from now onwards.,Those / will,Tis / are,This / will be,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-84,Europe was _____ by Napoleon.,been conquered,conquer,conquered,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-85,"Choose the best word or phrase to complete this sentence: However you want to express yourself, ____ it's writing an email using a keyboard, sending an image by MMS, or texting, the most up-to-date messaging devices provide you with a range of options for communicating.",either,even,whether,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-86,Choose the best verb form to complete this sentence: You will feel more confident about your new job when you ____ in it for another month.,have been,will be,are,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-87,Choose the best word to complete this sentence: The areas close to the University have a _____ student population.,short,large,tall,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-88,Choose the best word to complete this sentence: The government's ____ policy is not working.,economical,economic,economist,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-89,I have ____ ____ tell you.,something / to,some / for,thing / to,,A,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-90,"I'm ____, ____ there's nothing to eat.",hungry / end,hungry / but,hungry / bat,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-91,____ here one more day !,Let's,Let's stay,Stay us,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-92,"Choose the best word or words to complete the following: I love Berlin. It's a really lively and exciting place, and the people ____ friendly.",they are a lot,are much,are very,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-93,Choose the best phrase to complete the following: Is there anything to eat? We ____ .,have hungry,are hungry,are angry,,B,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
1779099371086-94,You are at an office party with your husband and encounter a senior colleague who hasn't met your husband before. What do you say?,Would you mind knowing my husband?,Let me present you with my husband.,May I introduce you to my husband?,,C,Inglese,false,,,,2026-05-18 10:16:12.149244,false,
